Year,offense_code,Offense,Age,Count,Age Category,Genre
1998,ASR_DUI,Drive Under the Influence,m_13_14,175,13 or 14 year old,Male
1998,ASR_EMB,Embezzlement,f_15,22,15 year old,Female
1998,ASR_FOR,Forgery and Counterfeiting,m_15,464,15 year old,Male
1998,ASR_GAM,Gambling,f_15,8,15 year old,Female
1998,ASR_HOM,Murder and Nonnegligent Homicide,f_17,35,17 year old,Female
1998,ASR_MVT,Motor Vehicle Theft,m_16,8848,16 year old,Male
1998,ASR_OTH,All Other Offenses,f_10_12,4363,10 to 12 year old,Female
1998,ASR_ROB,Robbery,m_13_14,5267,13 or 14 year old,Male
1998,ASR_RPE,Rape,m_0_9,90,0 to 9 year old,Male
1998,ASR_RUN,Runaway,f_10_12,4056,10 to 12 year old,Female
1998,ASR_RUN,Runaway,f_16,15689,16 year old,Female
1998,ASR_VAG,Vagrancy,m_10_12,60,10 to 12 year old,Male
1997,ASR_ARSON,Arson,f_15,104,15 year old,Female
1997,ASR_ARSON,Arson,m_17,553,17 year old,Male
1997,ASR_DRK,Drunkenness,m_10_12,120,10 to 12 year old,Male
1997,ASR_FAM,Offenses Against the Family and Children,m_10_12,337,10 to 12 year old,Male
1997,ASR_FRD,Fraud,m_15,2882,15 year old,Male
1997,ASR_HOM,Murder and Nonnegligent Homicide,m_17,826,17 year old,Male
1997,ASR_OTH,All Other Offenses,m_17,80902,17 year old,Male
2016,ASR_AST_SMP,Simple Assault,m_15,12403,15 year old,Male
2016,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,1991,13 or 14 year old,Female
2016,ASR_DIS,Disorderly Conduct,f_13_14,5883,13 or 14 year old,Female
2016,ASR_DUI,Drive Under the Influence,f_0_9,3,0 to 9 year old,Female
2016,ASR_EMB,Embezzlement,m_10_12,6,10 to 12 year old,Male
2016,ASR_FOR,Forgery and Counterfeiting,f_16,64,16 year old,Female
2016,ASR_MAN,Manslaughter by Negligence,m_16,13,16 year old,Male
2016,ASR_ROB,Robbery,m_16,4019,16 year old,Male
2016,ASR_ROB,Robbery,m_0_9,19,0 to 9 year old,Male
2016,ASR_STP,Stolen Property,f_0_9,1,0 to 9 year old,Female
2016,ASR_VAG,Vagrancy,f_0_9,3,0 to 9 year old,Female
2016,ASR_WEAP,Weapons,m_17,4101,17 year old,Male
2015,ASR_AST,Aggravated Assault,m_17,4504,17 year old,Male
2015,ASR_FRD,Fraud,m_15,411,15 year old,Male
2015,ASR_GAM,Gambling,m_15,62,15 year old,Male
2015,ASR_ROB,Robbery,f_10_12,37,10 to 12 year old,Female
2015,ASR_ROB,Robbery,m_15,2811,15 year old,Male
2015,ASR_RPE,Rape,m_16,549,16 year old,Male
2015,ASR_RUN,Runaway,f_15,5941,15 year old,Female
2015,ASR_VAG,Vagrancy,f_16,56,16 year old,Female
2015,ASR_VAG,Vagrancy,m_0_9,3,0 to 9 year old,Male
2015,ASR_WEAP,Weapons,f_15,290,15 year old,Female
2014,ASR_AST_SMP,Simple Assault,m_13_14,18930,13 or 14 year old,Male
2014,ASR_AST_SMP,Simple Assault,f_15,8169,15 year old,Female
2014,ASR_AST_SMP,Simple Assault,m_0_9,1127,0 to 9 year old,Male
2014,ASR_DIS,Disorderly Conduct,m_17,9689,17 year old,Male
2014,ASR_DUI,Drive Under the Influence,f_0_9,5,0 to 9 year old,Female
2014,ASR_OTH,All Other Offenses,f_0_9,286,0 to 9 year old,Female
2014,ASR_OTH,All Other Offenses,m_15,20687,15 year old,Male
2014,ASR_ROB,Robbery,m_10_12,342,10 to 12 year old,Male
2014,ASR_RPE,Rape,m_16,483,16 year old,Male
2014,ASR_RPE,Rape,m_15,499,15 year old,Male
2011,ASR_STP,Stolen Property,f_10_12,65,10 to 12 year old,Female
2011,ASR_SUS,Suspicion,f_16,8,16 year old,Female
2011,ASR_VAG,Vagrancy,m_15,262,15 year old,Male
2010,ASR_AST_SMP,Simple Assault,m_0_9,1472,0 to 9 year old,Male
2010,ASR_CUR,Curfew and Loitering Law Violations,f_0_9,48,0 to 9 year old,Female
2010,ASR_DRG,Drug Abuse Violations,m_13_14,16087,13 or 14 year old,Male
2010,ASR_FAM,Offenses Against the Family and Children,f_10_12,75,10 to 12 year old,Female
2010,ASR_LIQ,Liquor Laws,f_10_12,346,10 to 12 year old,Female
2010,ASR_LIQ,Liquor Laws,m_17,24318,17 year old,Male
2010,ASR_LRC,Larceny,f_16,25657,16 year old,Female
2010,ASR_LRC,Larceny,m_0_9,816,0 to 9 year old,Male
2010,ASR_PRS,Prostitution and Commercialized Vice,m_15,20,15 year old,Male
2010,ASR_VAN,Vandalism,m_10_12,5460,10 to 12 year old,Male
2010,ASR_WEAP,Weapons,f_17,563,17 year old,Female
2009,ASR_DRK,Drunkenness,m_13_14,680,13 or 14 year old,Male
2009,ASR_FOR,Forgery and Counterfeiting,m_16,305,16 year old,Male
2009,ASR_FRD,Fraud,f_17,757,17 year old,Female
2009,ASR_GAM,Gambling,m_17,578,17 year old,Male
2009,ASR_LIQ,Liquor Laws,f_10_12,336,10 to 12 year old,Female
2009,ASR_LRC,Larceny,f_17,33386,17 year old,Female
2009,ASR_MAN,Manslaughter by Negligence,m_17,27,17 year old,Male
2009,ASR_MVT,Motor Vehicle Theft,f_0_9,3,0 to 9 year old,Female
2009,ASR_OTH,All Other Offenses,f_0_9,352,0 to 9 year old,Female
2009,ASR_RUN,Runaway,m_17,5799,17 year old,Male
2009,ASR_RUN,Runaway,m_15,8195,15 year old,Male
2009,ASR_STP,Stolen Property,f_16,703,16 year old,Female
2009,ASR_STP,Stolen Property,m_17,3959,17 year old,Male
2009,ASR_SUS,Suspicion,f_16,10,16 year old,Female
2009,ASR_VAN,Vandalism,m_16,13566,16 year old,Male
2009,ASR_WEAP,Weapons,m_17,7032,17 year old,Male
2008,ASR_DRK,Drunkenness,m_0_9,47,0 to 9 year old,Male
2008,ASR_FAM,Offenses Against the Family and Children,f_13_14,371,13 or 14 year old,Female
2008,ASR_FAM,Offenses Against the Family and Children,f_15,364,15 year old,Female
2008,ASR_FRD,Fraud,f_0_9,15,0 to 9 year old,Female
2008,ASR_HOM,Murder and Nonnegligent Homicide,m_0_9,1,0 to 9 year old,Male
2008,ASR_LIQ,Liquor Laws,f_10_12,336,10 to 12 year old,Female
2008,ASR_OTH,All Other Offenses,m_16,55508,16 year old,Male
2008,ASR_PRS,Prostitution and Commercialized Vice,m_13_14,25,13 or 14 year old,Male
2008,ASR_SEX,Sex Offenses,f_10_12,103,10 to 12 year old,Female
2008,ASR_STP,Stolen Property,m_0_9,54,0 to 9 year old,Male
2008,ASR_WEAP,Weapons,f_16,638,16 year old,Female
2007,ASR_AST,Aggravated Assault,m_10_12,2762,10 to 12 year old,Male
2007,ASR_AST_SMP,Simple Assault,m_0_9,1874,0 to 9 year old,Male
2007,ASR_CUR,Curfew and Loitering Law Violations,m_0_9,349,0 to 9 year old,Male
2007,ASR_DRG,Drug Abuse Violations,m_15,21310,15 year old,Male
2007,ASR_DUI,Drive Under the Influence,f_13_14,55,13 or 14 year old,Female
2007,ASR_DUI,Drive Under the Influence,m_17,7469,17 year old,Male
2007,ASR_FAM,Offenses Against the Family and Children,f_0_9,49,0 to 9 year old,Female
2007,ASR_MVT,Motor Vehicle Theft,m_16,5407,16 year old,Male
2006,ASR_DUI,Drive Under the Influence,f_10_12,5,10 to 12 year old,Female
2006,ASR_OTH,All Other Offenses,m_13_14,40987,13 or 14 year old,Male
2006,ASR_VAN,Vandalism,m_0_9,1648,0 to 9 year old,Male
2005,ASR_AST,Aggravated Assault,f_17,2364,17 year old,Female
2005,ASR_AST_SMP,Simple Assault,m_17,25098,17 year old,Male
2005,ASR_DRK,Drunkenness,m_17,4680,17 year old,Male
2005,ASR_FRD,Fraud,f_17,962,17 year old,Female
2005,ASR_FRD,Fraud,m_17,1687,17 year old,Male
2012,ASR_LIQ,Liquor Laws,f_0_9,17,0 to 9 year old,Female
2012,ASR_LRC,Larceny,m_0_9,607,0 to 9 year old,Male
2012,ASR_MVT,Motor Vehicle Theft,m_13_14,1610,13 or 14 year old,Male
2012,ASR_OTH,All Other Offenses,f_16,12973,16 year old,Female
2012,ASR_SEX,Sex Offenses,m_16,1462,16 year old,Male
2012,ASR_WEAP,Weapons,m_16,4006,16 year old,Male
2011,ASR_DIS,Disorderly Conduct,f_10_12,3086,10 to 12 year old,Female
2011,ASR_FOR,Forgery and Counterfeiting,f_10_12,7,10 to 12 year old,Female
2011,ASR_FOR,Forgery and Counterfeiting,f_15,40,15 year old,Female
2011,ASR_FRD,Fraud,m_10_12,85,10 to 12 year old,Male
2011,ASR_PRS,Prostitution and Commercialized Vice,f_10_12,6,10 to 12 year old,Female
2002,ASR_FOR,Forgery and Counterfeiting,f_0_9,14,0 to 9 year old,Female
2002,ASR_FRD,Fraud,m_10_12,152,10 to 12 year old,Male
2002,ASR_PRS,Prostitution and Commercialized Vice,m_13_14,53,13 or 14 year old,Male
2002,ASR_RUN,Runaway,f_17,6746,17 year old,Female
2002,ASR_RUN,Runaway,m_17,5284,17 year old,Male
2002,ASR_VAG,Vagrancy,m_16,310,16 year old,Male
2002,ASR_WEAP,Weapons,m_0_9,425,0 to 9 year old,Male
2001,ASR_ARSON,Arson,m_0_9,651,0 to 9 year old,Male
2001,ASR_AST,Aggravated Assault,f_10_12,1025,10 to 12 year old,Female
2001,ASR_DUI,Drive Under the Influence,f_10_12,3,10 to 12 year old,Female
2001,ASR_DUI,Drive Under the Influence,f_0_9,17,0 to 9 year old,Female
2001,ASR_FRD,Fraud,m_16,1707,16 year old,Male
2001,ASR_MAN,Manslaughter by Negligence,f_16,6,16 year old,Female
2001,ASR_OTH,All Other Offenses,f_0_9,876,0 to 9 year old,Female
2001,ASR_PRS,Prostitution and Commercialized Vice,m_16,89,16 year old,Male
2001,ASR_PRS,Prostitution and Commercialized Vice,m_15,35,15 year old,Male
2001,ASR_RUN,Runaway,f_17,6080,17 year old,Female
2001,ASR_RUN,Runaway,f_15,15501,15 year old,Female
2001,ASR_SEX,Sex Offenses,f_10_12,173,10 to 12 year old,Female
2001,ASR_WEAP,Weapons,m_0_9,464,0 to 9 year old,Male
2000,ASR_AST_SMP,Simple Assault,f_17,9387,17 year old,Female
2000,ASR_DIS,Disorderly Conduct,m_13_14,21830,13 or 14 year old,Male
2000,ASR_DUI,Drive Under the Influence,f_16,636,16 year old,Female
2000,ASR_EMB,Embezzlement,f_13_14,19,13 or 14 year old,Female
2000,ASR_EMB,Embezzlement,m_17,417,17 year old,Male
2000,ASR_GAM,Gambling,f_0_9,2,0 to 9 year old,Female
2000,ASR_GAM,Gambling,m_17,459,17 year old,Male
2000,ASR_ROB,Robbery,m_17,6563,17 year old,Male
2000,ASR_RPE,Rape,m_0_9,44,0 to 9 year old,Male
2000,ASR_SUS,Suspicion,f_10_12,8,10 to 12 year old,Female
2000,ASR_WEAP,Weapons,f_0_9,37,0 to 9 year old,Female
2005,ASR_LIQ,Liquor Laws,f_17,13961,17 year old,Female
2005,ASR_MVT,Motor Vehicle Theft,m_13_14,4802,13 or 14 year old,Male
2005,ASR_OTH,All Other Offenses,f_10_12,3688,10 to 12 year old,Female
2005,ASR_ROB,Robbery,f_16,485,16 year old,Female
2005,ASR_STP,Stolen Property,f_10_12,133,10 to 12 year old,Female
2005,ASR_SUS,Suspicion,m_0_9,1,0 to 9 year old,Male
2005,ASR_VAG,Vagrancy,m_15,616,15 year old,Male
2004,ASR_ARSON,Arson,m_0_9,336,0 to 9 year old,Male
2004,ASR_AST_SMP,Simple Assault,m_0_9,2316,0 to 9 year old,Male
2004,ASR_DIS,Disorderly Conduct,f_16,9486,16 year old,Female
2004,ASR_DRK,Drunkenness,m_0_9,57,0 to 9 year old,Male
2004,ASR_EMB,Embezzlement,m_10_12,5,10 to 12 year old,Male
2004,ASR_FAM,Offenses Against the Family and Children,f_17,330,17 year old,Female
2004,ASR_FAM,Offenses Against the Family and Children,m_16,598,16 year old,Male
2004,ASR_GAM,Gambling,f_0_9,1,0 to 9 year old,Female
2004,ASR_LRC,Larceny,m_16,29754,16 year old,Male
2004,ASR_MVT,Motor Vehicle Theft,m_16,6404,16 year old,Male
2004,ASR_OTH,All Other Offenses,m_17,60308,17 year old,Male
2004,ASR_PRS,Prostitution and Commercialized Vice,f_17,421,17 year old,Female
2004,ASR_RPE,Rape,m_13_14,842,13 or 14 year old,Male
2011,ASR_RUN,Runaway,m_17,4703,17 year old,Male
2011,ASR_VAG,Vagrancy,f_13_14,81,13 or 14 year old,Female
2011,ASR_VAN,Vandalism,m_16,9708,16 year old,Male
2010,ASR_AST,Aggravated Assault,f_15,1742,15 year old,Female
2010,ASR_AST_SMP,Simple Assault,m_17,23680,17 year old,Male
2010,ASR_DRK,Drunkenness,m_16,1777,16 year old,Male
2010,ASR_FOR,Forgery and Counterfeiting,m_17,475,17 year old,Male
2010,ASR_GAM,Gambling,f_15,6,15 year old,Female
2010,ASR_GAM,Gambling,m_15,155,15 year old,Male
2010,ASR_LRC,Larceny,m_16,30068,16 year old,Male
2010,ASR_LRC,Larceny,m_17,34350,17 year old,Male
2010,ASR_STP,Stolen Property,m_17,3187,17 year old,Male
2009,ASR_ARSON,Arson,m_17,397,17 year old,Male
2009,ASR_AST_SMP,Simple Assault,f_10_12,4538,10 to 12 year old,Female
2009,ASR_EMB,Embezzlement,m_13_14,18,13 or 14 year old,Male
2009,ASR_FAM,Offenses Against the Family and Children,m_13_14,490,13 or 14 year old,Male
2009,ASR_FOR,Forgery and Counterfeiting,f_17,271,17 year old,Female
2009,ASR_OTH,All Other Offenses,f_15,15314,15 year old,Female
2009,ASR_ROB,Robbery,f_15,546,15 year old,Female
2009,ASR_STP,Stolen Property,m_10_12,439,10 to 12 year old,Male
2008,ASR_DRG,Drug Abuse Violations,f_13_14,3745,13 or 14 year old,Female
2008,ASR_DRG,Drug Abuse Violations,f_16,5587,16 year old,Female
2008,ASR_DUI,Drive Under the Influence,m_0_9,31,0 to 9 year old,Male
2008,ASR_EMB,Embezzlement,f_16,127,16 year old,Female
2008,ASR_FRD,Fraud,m_17,1670,17 year old,Male
2008,ASR_HOM,Murder and Nonnegligent Homicide,f_10_12,1,10 to 12 year old,Female
2008,ASR_RUN,Runaway,f_10_12,2016,10 to 12 year old,Female
2008,ASR_RUN,Runaway,f_15,12561,15 year old,Female
2008,ASR_SEX,Sex Offenses,m_15,1739,15 year old,Male
2008,ASR_VAN,Vandalism,m_0_9,1433,0 to 9 year old,Male
2008,ASR_WEAP,Weapons,f_15,616,15 year old,Female
2007,ASR_AST_SMP,Simple Assault,m_10_12,13272,10 to 12 year old,Male
2007,ASR_BRG,Burglary,f_17,1827,17 year old,Female
2007,ASR_BRG,Burglary,m_15,11457,15 year old,Male
2007,ASR_DIS,Disorderly Conduct,f_0_9,225,0 to 9 year old,Female
2007,ASR_DRK,Drunkenness,f_10_12,31,10 to 12 year old,Female
2007,ASR_EMB,Embezzlement,m_10_12,8,10 to 12 year old,Male
2007,ASR_EMB,Embezzlement,f_15,14,15 year old,Female
2007,ASR_FAM,Offenses Against the Family and Children,m_0_9,71,0 to 9 year old,Male
2007,ASR_GAM,Gambling,f_15,5,15 year old,Female
2007,ASR_GAM,Gambling,m_16,418,16 year old,Male
2007,ASR_LIQ,Liquor Laws,f_0_9,34,0 to 9 year old,Female
2007,ASR_LRC,Larceny,m_17,33802,17 year old,Male
2007,ASR_MAN,Manslaughter by Negligence,m_13_14,16,13 or 14 year old,Male
2007,ASR_PRS,Prostitution and Commercialized Vice,f_17,396,17 year old,Female
2007,ASR_VAG,Vagrancy,f_10_12,47,10 to 12 year old,Female
2006,ASR_AST,Aggravated Assault,f_13_14,2872,13 or 14 year old,Female
2006,ASR_CUR,Curfew and Loitering Law Violations,f_10_12,1684,10 to 12 year old,Female
2006,ASR_CUR,Curfew and Loitering Law Violations,f_0_9,118,0 to 9 year old,Female
2002,ASR_FAM,Offenses Against the Family and Children,f_0_9,143,0 to 9 year old,Female
2002,ASR_HOM,Murder and Nonnegligent Homicide,m_10_12,14,10 to 12 year old,Male
2002,ASR_LRC,Larceny,m_13_14,40159,13 or 14 year old,Male
2002,ASR_LRC,Larceny,f_16,22236,16 year old,Female
2002,ASR_MAN,Manslaughter by Negligence,f_15,3,15 year old,Female
2002,ASR_ROB,Robbery,m_13_14,3386,13 or 14 year old,Male
2002,ASR_RPE,Rape,f_16,19,16 year old,Female
2002,ASR_RUN,Runaway,f_13_14,17511,13 or 14 year old,Female
2002,ASR_SEX,Sex Offenses,f_13_14,462,13 or 14 year old,Female
2002,ASR_SEX,Sex Offenses,f_0_9,48,0 to 9 year old,Female
2002,ASR_SEX,Sex Offenses,m_15,2190,15 year old,Male
2002,ASR_SUS,Suspicion,m_10_12,44,10 to 12 year old,Male
2002,ASR_WEAP,Weapons,f_13_14,920,13 or 14 year old,Female
2001,ASR_AST,Aggravated Assault,f_16,2537,16 year old,Female
2001,ASR_DRG,Drug Abuse Violations,m_15,23406,15 year old,Male
2001,ASR_FAM,Offenses Against the Family and Children,f_13_14,658,13 or 14 year old,Female
2001,ASR_FAM,Offenses Against the Family and Children,m_16,960,16 year old,Male
2001,ASR_HOM,Murder and Nonnegligent Homicide,f_17,46,17 year old,Female
2001,ASR_HOM,Murder and Nonnegligent Homicide,m_16,255,16 year old,Male
2001,ASR_LRC,Larceny,f_13_14,28084,13 or 14 year old,Female
2001,ASR_LRC,Larceny,m_15,28735,15 year old,Male
2001,ASR_MAN,Manslaughter by Negligence,f_17,3,17 year old,Female
2001,ASR_MVT,Motor Vehicle Theft,m_17,7805,17 year old,Male
2001,ASR_OTH,All Other Offenses,f_10_12,4508,10 to 12 year old,Female
2001,ASR_OTH,All Other Offenses,m_17,68541,17 year old,Male
2001,ASR_ROB,Robbery,f_10_12,119,10 to 12 year old,Female
2001,ASR_RUN,Runaway,m_16,9989,16 year old,Male
2001,ASR_VAG,Vagrancy,m_0_9,8,0 to 9 year old,Male
2000,ASR_ARSON,Arson,m_13_14,1586,13 or 14 year old,Male
2000,ASR_ARSON,Arson,f_17,54,17 year old,Female
2000,ASR_ARSON,Arson,m_0_9,621,0 to 9 year old,Male
2000,ASR_AST,Aggravated Assault,m_0_9,773,0 to 9 year old,Male
2000,ASR_DIS,Disorderly Conduct,m_16,18478,16 year old,Male
2000,ASR_DRG,Drug Abuse Violations,m_13_14,17453,13 or 14 year old,Male
2000,ASR_DRG,Drug Abuse Violations,f_16,5650,16 year old,Female
2000,ASR_DRK,Drunkenness,f_17,1094,17 year old,Female
2000,ASR_DRK,Drunkenness,m_0_9,86,0 to 9 year old,Male
2000,ASR_DUI,Drive Under the Influence,f_13_14,86,13 or 14 year old,Female
2000,ASR_FRD,Fraud,f_17,1087,17 year old,Female
2000,ASR_HOM,Murder and Nonnegligent Homicide,m_10_12,20,10 to 12 year old,Male
2000,ASR_HOM,Murder and Nonnegligent Homicide,f_10_12,4,10 to 12 year old,Female
2000,ASR_MAN,Manslaughter by Negligence,f_16,5,16 year old,Female
2000,ASR_OTH,All Other Offenses,m_17,70359,17 year old,Male
2000,ASR_STP,Stolen Property,f_13_14,761,13 or 14 year old,Female
2000,ASR_VAG,Vagrancy,f_16,143,16 year old,Female
2000,ASR_VAN,Vandalism,m_16,14140,16 year old,Male
2000,ASR_WEAP,Weapons,m_0_9,390,0 to 9 year old,Male
1999,ASR_AST,Aggravated Assault,f_17,2491,17 year old,Female
1999,ASR_AST_SMP,Simple Assault,m_10_12,15031,10 to 12 year old,Male
2016,ASR_ARSON,Arson,f_16,39,16 year old,Female
2016,ASR_ARSON,Arson,f_17,43,17 year old,Female
2016,ASR_AST,Aggravated Assault,m_16,3839,16 year old,Male
2016,ASR_CUR,Curfew and Loitering Law Violations,f_10_12,449,10 to 12 year old,Female
2016,ASR_DUI,Drive Under the Influence,m_13_14,49,13 or 14 year old,Male
2016,ASR_FAM,Offenses Against the Family and Children,f_17,213,17 year old,Female
2016,ASR_HOM,Murder and Nonnegligent Homicide,f_15,6,15 year old,Female
2016,ASR_HOM,Murder and Nonnegligent Homicide,m_15,88,15 year old,Male
2016,ASR_LRC,Larceny,m_13_14,14591,13 or 14 year old,Male
2016,ASR_RPE,Rape,f_13_14,41,13 or 14 year old,Female
2016,ASR_RUN,Runaway,f_17,3281,17 year old,Female
2016,ASR_SEX,Sex Offenses,m_10_12,785,10 to 12 year old,Male
2016,ASR_SEX,Sex Offenses,f_13_14,297,13 or 14 year old,Female
2016,ASR_SEX,Sex Offenses,m_17,1056,17 year old,Male
2016,ASR_STP,Stolen Property,m_10_12,225,10 to 12 year old,Male
2016,ASR_SUS,Suspicion,m_13_14,18,13 or 14 year old,Male
2016,ASR_VAG,Vagrancy,f_10_12,10,10 to 12 year old,Female
2015,ASR_AST_SMP,Simple Assault,m_15,12659,15 year old,Male
2015,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,5475,13 or 14 year old,Male
2015,ASR_CUR,Curfew and Loitering Law Violations,m_16,6883,16 year old,Male
2015,ASR_DIS,Disorderly Conduct,m_10_12,3801,10 to 12 year old,Male
2015,ASR_DIS,Disorderly Conduct,f_13_14,6495,13 or 14 year old,Female
2015,ASR_MAN,Manslaughter by Negligence,m_13_14,6,13 or 14 year old,Male
2015,ASR_PRS,Prostitution and Commercialized Vice,m_13_14,18,13 or 14 year old,Male
2015,ASR_PRS,Prostitution and Commercialized Vice,f_17,164,17 year old,Female
2015,ASR_PRS,Prostitution and Commercialized Vice,m_15,18,15 year old,Male
2015,ASR_RPE,Rape,f_10_12,15,10 to 12 year old,Female
2015,ASR_STP,Stolen Property,f_17,391,17 year old,Female
2015,ASR_VAG,Vagrancy,m_15,144,15 year old,Male
2014,ASR_ARSON,Arson,f_15,64,15 year old,Female
2014,ASR_AST_SMP,Simple Assault,f_17,7972,17 year old,Female
2014,ASR_AST_SMP,Simple Assault,m_15,13394,15 year old,Male
2014,ASR_BRG,Burglary,m_13_14,6143,13 or 14 year old,Male
2014,ASR_FOR,Forgery and Counterfeiting,f_17,136,17 year old,Female
2014,ASR_FRD,Fraud,m_0_9,4,0 to 9 year old,Male
2014,ASR_GAM,Gambling,m_17,146,17 year old,Male
2014,ASR_MVT,Motor Vehicle Theft,f_15,402,15 year old,Female
2014,ASR_OTH,All Other Offenses,m_13_14,19816,13 or 14 year old,Male
2014,ASR_ROB,Robbery,f_0_9,5,0 to 9 year old,Female
2014,ASR_RPE,Rape,f_0_9,2,0 to 9 year old,Female
2014,ASR_SUS,Suspicion,m_10_12,8,10 to 12 year old,Male
2014,ASR_SUS,Suspicion,f_10_12,15,10 to 12 year old,Female
2011,ASR_SEX,Sex Offenses,f_17,139,17 year old,Female
2011,ASR_SUS,Suspicion,m_16,33,16 year old,Male
2011,ASR_VAN,Vandalism,f_0_9,103,0 to 9 year old,Female
2010,ASR_ARSON,Arson,f_13_14,189,13 or 14 year old,Female
2010,ASR_ARSON,Arson,f_17,42,17 year old,Female
2010,ASR_AST_SMP,Simple Assault,f_13_14,16702,13 or 14 year old,Female
2010,ASR_BRG,Burglary,m_13_14,9502,13 or 14 year old,Male
2010,ASR_BRG,Burglary,m_16,11427,16 year old,Male
2010,ASR_DIS,Disorderly Conduct,m_17,18226,17 year old,Male
2002,ASR_FAM,Offenses Against the Family and Children,f_17,506,17 year old,Female
2002,ASR_HOM,Murder and Nonnegligent Homicide,f_13_14,14,13 or 14 year old,Female
2002,ASR_HOM,Murder and Nonnegligent Homicide,f_15,19,15 year old,Female
2002,ASR_MAN,Manslaughter by Negligence,m_0_9,1,0 to 9 year old,Male
2002,ASR_MVT,Motor Vehicle Theft,m_10_12,897,10 to 12 year old,Male
2002,ASR_OTH,All Other Offenses,f_10_12,4307,10 to 12 year old,Female
2002,ASR_RPE,Rape,m_17,911,17 year old,Male
2002,ASR_VAN,Vandalism,f_10_12,1396,10 to 12 year old,Female
2002,ASR_VAN,Vandalism,f_16,2048,16 year old,Female
2001,ASR_DIS,Disorderly Conduct,f_17,6087,17 year old,Female
2001,ASR_DRG,Drug Abuse Violations,m_10_12,2470,10 to 12 year old,Male
2001,ASR_EMB,Embezzlement,f_13_14,29,13 or 14 year old,Female
2001,ASR_FAM,Offenses Against the Family and Children,f_15,522,15 year old,Female
2001,ASR_GAM,Gambling,m_10_12,14,10 to 12 year old,Male
2001,ASR_LIQ,Liquor Laws,f_0_9,50,0 to 9 year old,Female
2001,ASR_RPE,Rape,m_0_9,40,0 to 9 year old,Male
2001,ASR_RUN,Runaway,f_0_9,504,0 to 9 year old,Female
2001,ASR_STP,Stolen Property,f_16,778,16 year old,Female
2001,ASR_SUS,Suspicion,f_10_12,16,10 to 12 year old,Female
2001,ASR_VAG,Vagrancy,m_10_12,71,10 to 12 year old,Male
2001,ASR_VAG,Vagrancy,m_17,723,17 year old,Male
2001,ASR_WEAP,Weapons,f_16,629,16 year old,Female
2000,ASR_DIS,Disorderly Conduct,f_15,7589,15 year old,Female
2000,ASR_FOR,Forgery and Counterfeiting,f_17,668,17 year old,Female
2011,ASR_RUN,Runaway,m_16,7620,16 year old,Male
2011,ASR_STP,Stolen Property,m_0_9,21,0 to 9 year old,Male
2011,ASR_SUS,Suspicion,m_0_9,1,0 to 9 year old,Male
2010,ASR_AST,Aggravated Assault,f_13_14,2210,13 or 14 year old,Female
2010,ASR_AST_SMP,Simple Assault,f_17,11544,17 year old,Female
2010,ASR_CUR,Curfew and Loitering Law Violations,m_15,11219,15 year old,Male
2010,ASR_DIS,Disorderly Conduct,m_0_9,525,0 to 9 year old,Male
2010,ASR_DRK,Drunkenness,f_10_12,24,10 to 12 year old,Female
2010,ASR_EMB,Embezzlement,m_17,132,17 year old,Male
2010,ASR_FAM,Offenses Against the Family and Children,m_13_14,452,13 or 14 year old,Male
2010,ASR_FRD,Fraud,f_17,660,17 year old,Female
2010,ASR_LIQ,Liquor Laws,m_15,6464,15 year old,Male
2010,ASR_MAN,Manslaughter by Negligence,m_17,16,17 year old,Male
2010,ASR_RPE,Rape,m_17,637,17 year old,Male
2010,ASR_RUN,Runaway,m_17,5237,17 year old,Male
2010,ASR_VAG,Vagrancy,m_10_12,44,10 to 12 year old,Male
2010,ASR_WEAP,Weapons,f_15,506,15 year old,Female
2009,ASR_AST,Aggravated Assault,m_0_9,308,0 to 9 year old,Male
2009,ASR_CUR,Curfew and Loitering Law Violations,f_17,6037,17 year old,Female
2009,ASR_DRG,Drug Abuse Violations,f_13_14,3713,13 or 14 year old,Female
2009,ASR_DUI,Drive Under the Influence,f_10_12,7,10 to 12 year old,Female
