NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,Z32,Z33
LINTON 36,North Dakota,ND,3,10,1,3625000,620000,1979000,1026000,3391000,3038000,1654000,1172000
CAVALIER 6,North Dakota,ND,3,10,1,4797000,841000,2269000,1687000,4471000,3840000,1923000,1335000
JAMESTOWN 1,North Dakota,ND,3,10,1,29465000,5231000,13614000,10620000,24683000,21365000,12766000,9464000
SCRANTON 33,North Dakota,ND,3,10,1,2228000,245000,921000,1062000,2162000,1902000,1064000,743000
POWERS LAKE 27,North Dakota,ND,3,10,1,1625000,146000,630000,849000,1472000,1314000,768000,541000
KINDRED 2,North Dakota,ND,3,10,1,6999000,737000,3597000,2665000,6444000,5049000,2994000,2262000
NEW ENGLAND 9,North Dakota,ND,3,10,1,2470000,259000,1141000,1070000,2294000,2122000,1212000,882000
DRAKE 57,North Dakota,ND,2,10,1,1801000,225000,788000,788000,1733000,1391000,717000,340000
HAZEN 3,North Dakota,ND,3,10,1,6875000,819000,3430000,2626000,6306000,5253000,2893000,1963000
BEULAH 27,North Dakota,ND,3,10,1,8460000,947000,3647000,3866000,7776000,7037000,3924000,2583000
FT RANSOM 6,North Dakota,ND,1,10,1,560000,56000,213000,291000,448000,337000,166000,124000
RICHLAND 44,North Dakota,ND,3,10,1,3683000,479000,1797000,1407000,3278000,2500000,1426000,920000
CENTRAL ELEM 32,North Dakota,ND,1,10,1,189000,25000,0,164000,209000,139000,55000,46000
DICKINSON 1,North Dakota,ND,3,10,1,29337000,5967000,14316000,9054000,25589000,22707000,15172000,10830000
TIOGA 15,North Dakota,ND,3,10,1,6190000,2286000,1560000,2344000,5391000,4360000,1916000,1362000
DAKOTA PRAIRIE 1,North Dakota,ND,3,10,1,4228000,342000,2096000,1790000,4069000,3607000,2046000,1363000
MAY-PORT CG 14,North Dakota,ND,3,10,1,6248000,757000,3143000,2348000,5711000,4632000,2706000,1955000
MIDKOTA 7,North Dakota,ND,3,10,1,2225000,209000,1021000,995000,2068000,1928000,997000,734000
GACKLE-STREETER 56,North Dakota,ND,3,10,1,1693000,167000,770000,756000,1626000,1435000,767000,584000
NORTHERN CASS 97,North Dakota,ND,3,10,1,6464000,711000,3030000,2723000,5787000,4922000,2553000,1690000
ELGIN-NEW LEIPZIG 49,North Dakota,ND,3,10,1,2706000,335000,1143000,1228000,2675000,2285000,1115000,745000
MOTT-REGENT 1,North Dakota,ND,3,10,1,3231000,249000,1619000,1363000,3186000,2505000,1243000,881000
TGU 60,North Dakota,ND,3,10,1,5325000,1060000,2417000,1848000,5010000,4503000,2567000,1748000
RICHARDTON-TAYLOR 34,North Dakota,ND,3,10,1,3513000,534000,1732000,1247000,3351000,3000000,1565000,1163000
FESSENDEN-BOWDON 25,North Dakota,ND,3,10,1,2545000,273000,1109000,1163000,2409000,2190000,1244000,786000
MOHALL-LANSFORD-SHERWOOD 1,North Dakota,ND,3,10,1,5148000,592000,2272000,2284000,5451000,3891000,2106000,1456000
GRAND FORKS AFB 140,North Dakota,ND,6,10,1,6366000,6366000,0,0,5988000,369000,65000,0
CENTER-STANTON 1,North Dakota,ND,3,10,1,3505000,385000,1518000,1602000,3445000,2906000,1632000,1040000
CARRINGTON 49,North Dakota,ND,3,10,1,6430000,868000,3246000,2316000,6402000,5408000,2835000,1955000
NORTH BORDER 100,North Dakota,ND,3,10,1,6259000,820000,3066000,2373000,6141000,5308000,2961000,2282000
STANDING ROCK SPECIAL ED UNIT,North Dakota,ND,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
FORDVILLE-LANKIN 5,North Dakota,ND,3,10,1,1381000,194000,611000,576000,1127000,993000,614000,400000
LITCHVILLE-MARION 46,North Dakota,ND,3,10,1,2367000,275000,1061000,1031000,2130000,1954000,996000,601000
LEWIS AND CLARK 161,North Dakota,ND,3,10,1,5210000,573000,2445000,2192000,4755000,4328000,2448000,1605000
NEW ROCKFORD-SHEYENNE 2,North Dakota,ND,3,10,1,4461000,780000,2153000,1528000,4019000,3221000,1771000,1284000
BARNES COUNTY NORTH 7,North Dakota,ND,3,10,1,5049000,482000,2488000,2079000,4780000,4356000,2569000,1799000
ENDERLIN AREA 24,North Dakota,ND,3,10,1,4131000,596000,1853000,1682000,3747000,3323000,1814000,1201000
KIDDER COUNTY 1,North Dakota,ND,3,10,1,5084000,829000,2420000,1835000,4627000,4041000,2425000,1665000
NORTH STAR 10,North Dakota,ND,3,10,1,3606000,486000,1642000,1478000,3345000,2665000,1491000,1092000
MISSOURI RIVER AREA CAREER & TECHNICAL CENTER,North Dakota,ND,7,10,1,615000,0,443000,172000,555000,483000,300000,248000
NEW SALEM-ALMONT 49,North Dakota,ND,3,10,1,3703000,496000,1755000,1452000,3419000,3197000,1817000,1173000
NORTH CENTRAL AREA CAREER & TECHNICAL CENTER,North Dakota,ND,7,10,1,229000,0,149000,80000,94000,49000,9000,9000
JAMESTOWN SPECIAL ED UNIT,North Dakota,ND,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
ROUGHRIDER AREA CAREER & TECHNICAL CENTER,North Dakota,ND,7,10,1,600000,0,516000,84000,548000,543000,136000,70000
JAMES RIVER SPECIAL ED COOPERATIVE,North Dakota,ND,7,10,1,2490000,695000,315000,1480000,2408000,2272000,1173000,640000
VALLEY-EDINBURG 118,North Dakota,ND,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
NEWBURG-UNITED 54,North Dakota,ND,3,10,1,1446000,130000,631000,685000,1392000,1312000,679000,454000
ADAMS 128,North Dakota,ND,1,10,1,1068000,144000,476000,448000,1058000,882000,486000,364000
ALEXANDER 2,North Dakota,ND,3,10,1,1294000,190000,487000,617000,1225000,1009000,542000,316000
ANAMOOSE 14,North Dakota,ND,1,10,1,1492000,392000,513000,587000,1422000,1126000,684000,480000
APPLE CREEK 39,North Dakota,ND,1,10,1,1159000,102000,476000,581000,1074000,450000,296000,266000
ASHLEY 9,North Dakota,ND,3,10,1,1928000,221000,916000,791000,1954000,1642000,890000,630000
BAKKER 10,North Dakota,ND,1,10,1,216000,3000,27000,186000,182000,129000,82000,34000
BALDWIN 29,North Dakota,ND,1,10,1,318000,19000,130000,169000,312000,163000,89000,64000
BEACH 3,North Dakota,ND,3,10,1,4382000,858000,1802000,1722000,4918000,3795000,2375000,1486000
BELCOURT 7,North Dakota,ND,3,10,1,22635000,13997000,7915000,723000,22847000,21845000,12174000,8646000
BILLINGS CO 1,North Dakota,ND,1,10,1,2388000,506000,5000,1877000,2240000,1885000,884000,547000
BOTTINEAU 1,North Dakota,ND,3,10,1,8256000,1225000,3862000,3169000,7456000,6784000,3842000,2854000
BOWBELLS 14,North Dakota,ND,3,10,1,1367000,126000,468000,773000,1265000,1079000,633000,423000
BOWMAN CO 1,North Dakota,ND,3,10,1,6204000,482000,2541000,3181000,5886000,4486000,2538000,1804000
BURKE CENTRAL 36,North Dakota,ND,3,10,1,1613000,141000,650000,822000,1460000,1410000,909000,704000
CENTRAL CASS 17,North Dakota,ND,3,10,1,8004000,872000,4038000,3094000,6964000,6106000,3443000,2286000
