NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
DE KALB CO SCH DIST,ALABAMA,AL,3,98,1,41347000,4029000,28018000,9300000,39250000,23232000,16736000
FORT PAYNE CITY SCH DIST,ALABAMA,AL,3,98,1,13845000,1355000,9354000,3136000,19228000,7536000,5550000
ELMORE CO SCH DIST,ALABAMA,AL,3,98,1,46800000,3515000,33556000,9729000,48181000,26893000,19503000
TALLASSEE CTY SCH DIST,ALABAMA,AL,3,98,1,9219000,663000,6871000,1685000,8898000,4855000,3581000
BREWTON CITY SCH DIST,ALABAMA,AL,3,98,1,9102000,472000,5692000,2938000,8917000,4476000,3288000
ESCAMBIA CO SCH DIST,ALABAMA,AL,3,98,1,28449000,3338000,18772000,6339000,27865000,16479000,10725000
ATTALLA CITY SCH DIST,ALABAMA,AL,3,98,1,10992000,1027000,7583000,2382000,10638000,6270000,4280000
ETOWAH CO SCH DIST,ALABAMA,AL,3,98,1,44937000,2742000,31810000,10385000,51880000,26768000,18666000
GADSDEN CITY SCH DIST,ALABAMA,AL,3,98,1,34816000,5393000,19816000,9607000,34693000,20112000,13720000
FAYETTE CO SCH DIST,ALABAMA,AL,3,98,1,15181000,1294000,10564000,3323000,15225000,9029000,6122000
FRANKLIN CO SCH DIST,ALABAMA,AL,3,98,1,17943000,1514000,11932000,4497000,19921000,10391000,7103000
RUSSELLVILLE SCH DIST,ALABAMA,AL,3,98,1,14092000,782000,8717000,4593000,16897000,7654000,5478000
GENEVA CO SCH DIST,ALABAMA,AL,3,98,1,13822000,1315000,9947000,2560000,14961000,8049000,5614000
GENEVA CITY SCHOOL DIST,ALABAMA,AL,3,98,1,7982000,596000,5401000,1985000,7257000,4423000,3340000
GREENE CO SCH DIST,ALABAMA,AL,3,98,1,11510000,2016000,7821000,1673000,11919000,7105000,4786000
HALE CO SCH DIST,ALABAMA,AL,3,98,1,18015000,2702000,12621000,2692000,19578000,10776000,7456000
HENRY CO SCH DIST,ALABAMA,AL,3,98,1,16047000,1618000,11581000,2848000,15587000,9101000,6298000
DOTHAN CITY SCH DIST,ALABAMA,AL,3,98,1,52174000,6146000,31291000,14737000,54426000,33096000,20989000
HOUSTON CO SCH DIST,ALABAMA,AL,3,98,1,29695000,2686000,18810000,8199000,28399000,17463000,12368000
JACKSON CO SCH DIST,ALABAMA,AL,3,98,1,37133000,3113000,23254000,10766000,37706000,20920000,14205000
SCOTTSBORO CITY SCH DIST,ALABAMA,AL,3,98,1,19156000,1101000,10532000,7523000,16193000,9957000,6696000
BESSEMER CITY SCH DIST,ALABAMA,AL,3,98,1,25228000,3671000,16343000,5214000,27436000,16790000,10750000
BIRMINGHAM CITY SCH DIST,ALABAMA,AL,3,98,1,218632000,25145000,136554000,56933000,222064000,137730000,91864000
FAIRFIELD CITY SCH DIST,ALABAMA,AL,3,98,1,12412000,1269000,8331000,2812000,11368000,6946000,4560000
JEFFERSON CO SCH DIST,ALABAMA,AL,3,98,1,233847000,16782000,141118000,75947000,236813000,139912000,90349000
TARRANT CITY SCH DIST,ALABAMA,AL,3,98,1,8476000,678000,5031000,2767000,8279000,4913000,3350000
HOOVER CITY SCH DIST,ALABAMA,AL,3,98,1,70817000,2152000,30705000,37960000,63353000,32761000,22876000
MOUNTAIN BROOK CITY SCHOOL DISTRICT,ALABAMA,AL,3,98,1,29497000,345000,12308000,16844000,30220000,17597000,12286000
HOMEWOOD CITY SCHOOL DIST,ALABAMA,AL,3,98,1,28249000,705000,10385000,17159000,28808000,14118000,10257000
MIDFIELD CITY SCHOOL DIST,ALABAMA,AL,3,98,1,8678000,737000,6206000,1735000,7723000,4805000,3302000
VESTAVIA HILLS CTY SCH DIST,ALABAMA,AL,3,98,1,38827000,958000,12894000,24975000,26127000,14422000,10197000
LAMAR CO SCH DIST,ALABAMA,AL,3,98,1,14218000,1085000,10386000,2747000,14162000,8537000,5740000
FLORENCE CITY SCH DIST,ALABAMA,AL,3,98,1,33375000,3361000,17366000,12648000,34547000,19207000,13122000
LAUDERDALE CO SCH DIST,ALABAMA,AL,3,98,1,46131000,2540000,31174000,12417000,47074000,27070000,18910000
LAWRENCE CO SCH DIST,ALABAMA,AL,3,98,1,35285000,3489000,23042000,8754000,32880000,19936000,13521000
LEE CO SCH DIST,ALABAMA,AL,3,98,1,45958000,2773000,28643000,14542000,46680000,23623000,16201000
OPELIKA CITY SCHS,ALABAMA,AL,3,98,1,26626000,2285000,15316000,9025000,25703000,15541000,10652000
AUBURN CITY SCHOOL DIST,ALABAMA,AL,3,98,1,24217000,1387000,13807000,9023000,33796000,15914000,11112000
ATHENS CITY SCH DIST,ALABAMA,AL,3,98,1,19933000,927000,9945000,9061000,19655000,11570000,8182000
LIMESTONE CO SCH DIST,ALABAMA,AL,3,98,1,43240000,2371000,27576000,13293000,41465000,23289000,17036000
LOWNDES CO SCH DIST,ALABAMA,AL,3,98,1,17840000,4238000,11373000,2229000,17622000,10094000,5899000
MACON CO SCH DIST,ALABAMA,AL,3,98,1,23759000,4860000,15301000,3598000,24685000,13616000,8302000
HUNTSVILLE CITY SCH DIST,ALABAMA,AL,3,98,1,147390000,10140000,78859000,58391000,150129000,93108000,64108000
MADISON CO SCH DIST,ALABAMA,AL,3,98,1,105411000,5429000,66749000,33233000,119434000,55341000,38189000
DEMOPOLIS CITY SCH DIST,ALABAMA,AL,3,98,1,11493000,1186000,7671000,2636000,11606000,6850000,5065000
MARENGO CO SCH DIST,ALABAMA,AL,3,98,1,10621000,1537000,7103000,1981000,10809000,6156000,4134000
LINDEN CITY SCHOOL DIST,ALABAMA,AL,3,98,1,4857000,901000,3024000,932000,4555000,2773000,1691000
MARION CO SCH DIST,ALABAMA,AL,3,98,1,21010000,1575000,14684000,4751000,20392000,12155000,8742000
WINFIELD CTY SCH DIST,ALABAMA,AL,3,98,1,7980000,567000,5166000,2247000,6754000,4054000,2844000
MARSHALL CO SCH DIST,ALABAMA,AL,3,98,1,38915000,3114000,25498000,10303000,36492000,21277000,13930000
ALBERTVILLE CITY SCH DIST,ALABAMA,AL,3,98,1,17880000,1484000,11399000,4997000,17733000,10648000,7253000
ARAB CITY SCHOOL DISTRICT,ALABAMA,AL,3,98,1,13926000,540000,9806000,3580000,12802000,7776000,5584000
GUNTERSVILLE CITY SCHOOL DIST,ALABAMA,AL,3,98,1,10860000,609000,6405000,3846000,10834000,6244000,4087000
MOBILE CO SCH DIST,ALABAMA,AL,3,98,1,330778000,38822000,220946000,71010000,349729000,191928000,126441000
MONROE CO SCH DIST,ALABAMA,AL,3,98,1,25880000,2312000,18245000,5323000,25677000,15317000,10852000
MONTGOMERY CO SCH DIST,ALABAMA,AL,3,98,1,175676000,20624000,117340000,37712000,176644000,105487000,70863000
DECATUR CITY SCH DIST,ALABAMA,AL,3,98,1,57025000,3129000,31680000,22216000,57765000,33125000,21701000
MORGAN CO SCH DIST,ALABAMA,AL,3,98,1,46271000,2821000,26861000,16589000,45573000,26406000,17888000
HARTSELLE CTY SCH DIST,ALABAMA,AL,3,98,1,17185000,616000,11523000,5046000,18985000,10605000,7645000
PERRY CO SCH DIST,ALABAMA,AL,3,98,1,12906000,2426000,8748000,1732000,13303000,7991000,5396000
PICKENS CO SCH DIST,ALABAMA,AL,3,98,1,21571000,3554000,14424000,3593000,21714000,12289000,8259000
PIKE CO SCH DIST,ALABAMA,AL,3,98,1,14904000,2600000,9442000,2862000,15647000,8682000,5650000
TROY CITY SCH DIST,ALABAMA,AL,3,98,1,11698000,1649000,7114000,2935000,11646000,7120000,4997000
RANDOLPH CO SCH DIST,ALABAMA,AL,3,98,1,11831000,938000,8634000,2259000,11719000,6826000,4721000
ROANOKE CITY SCH DIST,ALABAMA,AL,3,98,1,8162000,740000,6042000,1380000,8204000,4884000,3135000
PHENIX CITY SCH DIST,ALABAMA,AL,3,98,1,30389000,4181000,18470000,7738000,31516000,17021000,10541000
RUSSELL CO SCH DIST,ALABAMA,AL,3,98,1,20740000,2462000,14118000,4160000,19098000,11387000,7882000
ST CLAIR CO SCH DIST,ALABAMA,AL,3,98,1,33688000,2230000,23400000,8058000,33517000,19450000,14239000
PELL CITY SCHOOL DIST,ALABAMA,AL,3,98,1,18976000,1693000,12842000,4441000,20904000,10681000,7293000
SHELBY CO SCH DIST,ALABAMA,AL,3,98,1,111962000,5356000,62168000,44438000,124036000,59164000,39352000
SUMTER CO SCH DIST,ALABAMA,AL,3,98,1,16375000,2689000,10827000,2859000,16578000,9882000,6785000
SYLACAUGA CTY SCH DIST,ALABAMA,AL,3,98,1,13811000,991000,8774000,4046000,13848000,8402000,5657000
TALLADEGA CITY SCH DIST,ALABAMA,AL,3,98,1,18833000,1941000,12973000,3919000,18499000,11276000,7856000
TALLADEGA CO SCH DIST,ALABAMA,AL,3,98,1,41899000,4183000,27992000,9724000,43147000,23614000,15476000
TALLAPOOSA CO SCH DIST,ALABAMA,AL,3,98,1,18598000,1627000,12397000,4574000,18151000,10309000,7373000
ALEXANDER CITY SCH DIST,ALABAMA,AL,3,98,1,20384000,1073000,12834000,6477000,21042000,11701000,8363000
TUSCALOOSA CITY SCH DIST,ALABAMA,AL,3,98,1,65709000,6150000,36332000,23227000,73447000,36275000,26623000
TUSCALOOSA CO SCH DIST,ALABAMA,AL,3,98,1,82550000,5555000,53475000,23520000,96913000,47959000,34745000
JASPER CITY SCH DIST,ALABAMA,AL,3,98,1,15581000,948000,8580000,6053000,16001000,9178000,6384000
WALKER CO SCH DIST,ALABAMA,AL,3,98,1,51671000,5415000,32095000,14161000,51868000,31948000,20854000
WASHINGTON CO SCH DIST,ALABAMA,AL,3,98,1,19518000,1824000,12352000,5342000,20165000,11725000,7889000
WILCOX CO SCH DIST,ALABAMA,AL,3,98,1,16829000,3041000,11182000,2606000,16945000,8989000,5738000
WINSTON CO SCH DIST,ALABAMA,AL,3,98,1,15981000,1262000,10488000,4231000,15572000,9200000,6159000
HALEYVILLE CITY SCH DIST,ALABAMA,AL,3,98,1,9624000,636000,6396000,2592000,8568000,4875000,3601000
ALASKA GATEWAY REAA,ALASKA,AK,3,98,1,7079000,893000,5701000,485000,7406000,3706000,2576000
ALEUTIAN REGION SCHOOL DISTRICT,ALASKA,AK,3,98,1,1119000,212000,867000,40000,851000,303000,237000
KUSPUK REAA,ALASKA,AK,3,98,1,7534000,2494000,4704000,336000,7144000,4027000,2747000
YUPIIT SCHOOLS,ALASKA,AK,3,98,1,7390000,3058000,3904000,428000,6787000,3295000,1941000
SOUTHWEST REGION SCHOOLS,ALASKA,AK,3,98,1,12277000,4809000,6405000,1063000,11815000,6758000,4608000
SOUTHEAST ISLANDS REAA,ALASKA,AK,3,98,1,4264000,508000,3590000,166000,4652000,2394000,1804000
BERING STRAIT REAA,ALASKA,AK,3,98,1,30637000,13043000,15224000,2370000,29188000,14862000,9683000
CHATHAM REAA,ALASKA,AK,3,98,1,4450000,1343000,2881000,226000,4206000,2193000,1544000
LOWER KUSKOKWIM REAA,ALASKA,AK,3,98,1,52305000,12705000,36832000,2768000,59067000,30300000,20925000
DELTA-GREELY REAA,ALASKA,AK,3,98,1,9069000,1572000,7178000,319000,8981000,4344000,3162000
CHUGACH REAA,ALASKA,AK,3,98,1,2637000,622000,1906000,109000,2340000,1006000,643000
COPPER RIVER REAA,ALASKA,AK,3,98,1,7574000,562000,6615000,397000,7614000,3408000,2406000
LOWER YUKON REAA,ALASKA,AK,3,98,1,26103000,11778000,12673000,1652000,27367000,14131000,9719000
KASHUNAMIUT SCHOOL DISTRICT,ALASKA,AK,3,98,1,3908000,1741000,1960000,207000,3937000,1964000,1328000
IDITAROD REAA,ALASKA,AK,3,98,1,7783000,1564000,5714000,505000,7042000,3883000,2505000
YUKON FLATS REAA,ALASKA,AK,3,98,1,8556000,2498000,5643000,415000,7707000,3908000,2654000
YUKON-KOYUKUK REAA,ALASKA,AK,3,98,1,9523000,2527000,6627000,369000,9117000,4712000,3577000
ANNETTE ISLAND REAA,ALASKA,AK,3,98,1,4710000,3001000,1512000,197000,5056000,2904000,2073000
PRIBILOF ISLANDS REAA,ALASKA,AK,3,98,1,2880000,1131000,1511000,238000,3276000,1715000,1202000
BRISTOL BAY BORO SCH DIST,ALASKA,AK,3,98,1,4431000,658000,2378000,1395000,4050000,2080000,1454000
FAIRBANKS N STAR BORO SCHOOL DIST,ALASKA,AK,3,98,1,123541000,7723000,83567000,32251000,123394000,73481000,52853000
HAINES BOROUGH SCH DIST,ALASKA,AK,3,98,1,4100000,150000,2448000,1502000,4211000,2348000,1654000
KENAI PENINSULA BORO SCHOOL DIST,ALASKA,AK,3,98,1,87864000,5268000,56279000,26317000,91760000,48435000,34683000
KETCHIKAN-GATEWAY BORO SCHOOL DIST,ALASKA,AK,3,98,1,20420000,1392000,11199000,7829000,19699000,11231000,8305000
NORTHWEST ARTIC BORO SCHOOLS,ALASKA,AK,3,98,1,35326000,6072000,24319000,4935000,34396000,14948000,10129000
KODIAK ISLAND BORO SCHOOL DIST,ALASKA,AK,3,98,1,26431000,3717000,17087000,5627000,26046000,14977000,10954000
MATANUSKA SUSITNA BORO SCH DIST,ALASKA,AK,3,98,1,104402000,6399000,70600000,27403000,102197000,60824000,43921000
NORTH SLOPE BOROUGH SCHOOLS,ALASKA,AK,3,98,1,51596000,8312000,16852000,26432000,46938000,26134000,14022000
ALEUTIANS EAST BORO SCHOOL DIST,ALASKA,AK,3,98,1,6549000,1774000,3589000,1186000,5943000,2750000,1948000
LAKE AND PENINSULA BORO SCHOOLS,ALASKA,AK,3,98,1,11656000,2767000,7630000,1259000,11249000,5283000,3180000
DENALI BOROUGH SCHOOL DISTRICT,ALASKA,AK,3,98,1,5466000,322000,3800000,1344000,5432000,2315000,1515000
UNALASKA CITY SCH DIST,ALASKA,AK,3,98,1,6064000,211000,3248000,2605000,5231000,2629000,1614000
ANCHORAGE SCH DIST,ALASKA,AK,3,98,1,360721000,31550000,225910000,103261000,388045000,220810000,155364000
DILLINGHAM CITY SCH DIST,ALASKA,AK,3,98,1,7341000,1234000,4479000,1628000,6964000,3815000,2787000
JUNEAU BOROUGH SCHOOL DISTRICT,ALASKA,AK,3,98,1,53569000,2945000,27836000,22788000,48316000,27411000,19233000
NOME CITY SCH DIST,ALASKA,AK,3,98,1,8473000,921000,5600000,1952000,8430000,4495000,2931000
CRAIG CITY SCH DIST,ALASKA,AK,3,98,1,4179000,687000,2442000,1050000,4271000,2118000,1527000
HYDABURG CITY SCH DIST,ALASKA,AK,3,98,1,2222000,1077000,986000,159000,1673000,826000,609000
KLAWOCK CITY SCHOOL DIST,ALASKA,AK,3,98,1,2472000,498000,1669000,305000,2622000,1441000,1041000
SITKA BOROUGH SCHOOLS,ALASKA,AK,3,98,1,15019000,1300000,7671000,6048000,14982000,8160000,6102000
HOONAH CITY SCHOOL DIST,ALASKA,AK,3,98,1,4086000,1312000,2087000,687000,4125000,2005000,1427000
PELICAN CITY SCHOOL DIST,ALASKA,AK,3,98,1,711000,41000,585000,85000,794000,348000,205000
SKAGWAY CITY SCHOOL DIST,ALASKA,AK,3,98,1,1604000,71000,811000,722000,1647000,792000,561000
CORDOVA CITY SCH DIST,ALASKA,AK,3,98,1,4697000,413000,2920000,1364000,4568000,2667000,1944000
VALDEZ CITY SCHOOL DIST,ALASKA,AK,3,98,1,10892000,500000,5737000,4655000,9814000,6051000,3892000
ST MARYS SCHOOL DISTRICT,ALASKA,AK,3,98,1,1888000,179000,1583000,126000,2112000,984000,655000
KAKE CITY SCHOOL DIST,ALASKA,AK,3,98,1,2407000,692000,1456000,259000,2406000,1226000,897000
PETERSBURG CITY SCH DIST,ALASKA,AK,3,98,1,6736000,502000,4061000,2173000,6667000,3769000,2827000
WRANGELL CITY SCH DIST,ALASKA,AK,3,98,1,5890000,370000,3755000,1765000,5225000,2668000,1997000
GALENA CITY SCH DIST,ALASKA,AK,3,98,1,8742000,1311000,6750000,681000,9094000,2521000,1353000
NENANA CITY SCH DIST,ALASKA,AK,3,98,1,2382000,210000,1957000,215000,2342000,1207000,848000
TANANA CTY SCH DISTRICT,ALASKA,AK,3,98,1,1891000,377000,1429000,85000,2079000,827000,509000
YAKUTAT CITY SCHOOL DIST,ALASKA,AK,3,98,1,2629000,319000,1647000,663000,2618000,1338000,940000
FORT HUACHUCA ACCOMM SCH,ARIZONA,AZ,1,98,1,7189000,4184000,2206000,799000,7096000,4746000,3075000
GREENLEE CO ACCOM SCHOOL,ARIZONA,AZ,5,98,1,113000,0,73000,40000,96000,38000,35000
MARICOPA COUNTY REGIONAL SCHOOL DIST,ARIZONA,AZ,3,98,1,11611000,1507000,7814000,2290000,10603000,6536000,3944000
ZIMMERMAN ACCOM SCHOOL,ARIZONA,AZ,3,98,1,1661000,122000,1324000,215000,1603000,627000,399000
PIMA SPL PROGRAM 99,ARIZONA,AZ,5,98,1,5536000,2345000,1648000,1543000,5197000,2003000,1422000
MARY C O'BRIEN SCHOOL,ARIZONA,AZ,3,98,1,1455000,142000,721000,592000,1581000,820000,449000
PINAL CO SPL ED PROGR 99,ARIZONA,AZ,5,98,1,1628000,1000,22000,1605000,1586000,1040000,752000
YUMA COUNTY ACCOMMODATION DISTRICT,ARIZONA,AZ,3,98,1,693000,24000,630000,39000,535000,319000,161000
ALPINE SCH DIST 7,ARIZONA,AZ,1,98,1,327000,0,63000,264000,369000,146000,85000
CHINLE UNIF SCH DIST 24,ARIZONA,AZ,3,98,1,42168000,20990000,17222000,3956000,36134000,19520000,11838000
CONCHO SCH DIST 6,ARIZONA,AZ,1,98,1,1834000,125000,680000,1029000,1644000,806000,564000
GANADO UNIF SCH DIST 20,ARIZONA,AZ,3,98,1,30918000,9601000,16632000,4685000,24588000,10374000,5840000
MCNARY SCH DIST 23,ARIZONA,AZ,1,98,1,1195000,576000,503000,116000,1082000,634000,407000
SANDERS UNIF SCH DIST 18,ARIZONA,AZ,3,98,1,10513000,5387000,4096000,1030000,9501000,4500000,2627000
ST JOHNS UNIF SCH DIST 1,ARIZONA,AZ,3,98,1,7140000,577000,94000,6469000,6598000,3788000,2463000
ROUND VALLEY UNIFIED SCHOOL DIST #10,ARIZONA,AZ,3,98,1,14183000,612000,310000,13261000,11680000,5731000,3652000
WINDOW ROCK CONS SCH DIST 8,ARIZONA,AZ,3,98,1,35908000,13265000,17366000,5277000,30321000,14599000,9207000
RED MESA UNIF SCH DIST 27,ARIZONA,AZ,3,98,1,8956000,4826000,3698000,432000,7638000,3928000,2257000
VERNON ELEM SCHOOL DIST 9,ARIZONA,AZ,1,98,1,572000,13000,337000,222000,623000,241000,152000
APACHE SCH DIST 42,ARIZONA,AZ,1,98,1,85000,15000,64000,6000,141000,74000,42000
ASH CREEK SCH DIST 53,ARIZONA,AZ,1,98,1,512000,36000,242000,234000,542000,311000,172000
BENSON ELEM DIST 9,ARIZONA,AZ,1,98,1,3522000,244000,2126000,1152000,3339000,2127000,1369000
BENSON UNION H.S. DIST 9,ARIZONA,AZ,2,98,1,2983000,391000,1346000,1246000,2747000,1803000,1044000
BISBEE SCH DIST 2,ARIZONA,AZ,3,98,1,6098000,765000,3631000,1702000,6120000,3820000,2282000
BOWIE SCH DIST 14,ARIZONA,AZ,3,98,1,1138000,41000,263000,834000,1199000,722000,440000
SIERRA VISTA UNIF SCH DIST 68,ARIZONA,AZ,3,98,1,35649000,3142000,18711000,13796000,33027000,20891000,13590000
COCHISE SCH DIST 26,ARIZONA,AZ,1,98,1,1004000,10000,3000,991000,1093000,593000,428000
DOUBLE ADOBE SCH DIST 45,ARIZONA,AZ,1,98,1,561000,10000,389000,162000,539000,203000,160000
DOUGLAS SCH DIST 27,ARIZONA,AZ,3,98,1,21905000,3228000,14249000,4428000,22135000,13662000,9342000
ELFRIDA SCH DIST 12,ARIZONA,AZ,1,98,1,956000,40000,733000,183000,1183000,652000,457000
FORREST SCH DIST 81,ARIZONA,AZ,6,98,1,152000,0,17000,135000,107000,11000,0
MCNEAL SCH DIST 55,ARIZONA,AZ,1,98,1,366000,0,256000,110000,362000,171000,125000
NACO SCH DIST 23,ARIZONA,AZ,1,98,1,2111000,94000,1182000,835000,2049000,1227000,869000
PALOMINAS SCH DIST 49,ARIZONA,AZ,1,98,1,7363000,426000,5114000,1823000,6627000,3333000,2099000
PEARCE SCH DIST 22,ARIZONA,AZ,1,98,1,823000,115000,452000,256000,886000,511000,351000
VALLEY UNION HIGH SCH DIST 22,ARIZONA,AZ,2,98,1,1850000,177000,758000,915000,2033000,903000,587000
POMERENE SCH DIST 64,ARIZONA,AZ,1,98,1,1485000,28000,512000,945000,1077000,713000,478000
RUCKER SCH DIST 66,ARIZONA,AZ,6,98,1,45000,0,37000,8000,34000,11000,0
ST DAVID SCH DIST 21,ARIZONA,AZ,3,98,1,2467000,200000,1412000,855000,2362000,1531000,962000
SAN SIMON SCH DIST 18,ARIZONA,AZ,3,98,1,1392000,98000,459000,835000,1185000,702000,466000
TOMBSTONE SCH DIST 1,ARIZONA,AZ,3,98,1,5807000,598000,3732000,1477000,5836000,3613000,2286000
WILLCOX SCH DIST 13,ARIZONA,AZ,3,98,1,7439000,782000,4103000,2554000,6802000,4060000,2736000
FLAGSTAFF SCH DIST 1,ARIZONA,AZ,3,98,1,69560000,4906000,27149000,37505000,64956000,37915000,26089000
FREDONIA-MOCCASIN BI-CO SCH DIST 6,ARIZONA,AZ,3,98,1,2637000,467000,1376000,794000,2334000,1354000,884000
GRAND CANYON SCH DIST 4,ARIZONA,AZ,3,98,1,3059000,707000,815000,1537000,2567000,1477000,996000
MAINE CONSOL SCHOOL DIST 10,ARIZONA,AZ,1,98,1,1364000,69000,626000,669000,1211000,445000,269000
TUBA CITY UNIFIED SCH DIST 15,ARIZONA,AZ,3,98,1,26773000,13244000,10471000,3058000,18785000,11396000,7181000
WILLIAMS SCH DIST 2,ARIZONA,AZ,3,98,1,4233000,372000,877000,2984000,3840000,2471000,1610000
CHEVELON BUTTE SCH DIST 5,ARIZONA,AZ,6,98,1,381000,11000,65000,305000,304000,49000,0
PAGE SCHOOL DIST 8,ARIZONA,AZ,3,98,1,24616000,6715000,5391000,12510000,20820000,11198000,7177000
GLOBE SCH DIST 1,ARIZONA,AZ,3,98,1,10954000,945000,6890000,3119000,9854000,6162000,4159000
HAYDEN/WINKELMAN SCH DIST 41,ARIZONA,AZ,3,98,1,4548000,266000,1319000,2963000,3648000,1971000,1229000
MIAMI UNIFIED SCHOOL DIST 40,ARIZONA,AZ,3,98,1,10305000,668000,3100000,6537000,8801000,4896000,3220000
TONTO SCH DISTRICT 33,ARIZONA,AZ,1,98,1,532000,47000,250000,235000,425000,201000,167000
PAYSON UNIFIED SCH DIST 10,ARIZONA,AZ,3,98,1,14350000,1110000,6646000,6594000,13664000,8111000,5326000
PINE-STRAWBERRY SCH DIST 12,ARIZONA,AZ,1,98,1,2418000,135000,909000,1374000,1979000,930000,574000
SAN CARLOS UNIFIED DISTRICT NO 20,ARIZONA,AZ,3,98,1,15006000,7573000,5744000,1689000,10475000,6535000,3991000
YOUNG SCH DIST 5,ARIZONA,AZ,3,98,1,894000,57000,129000,708000,837000,491000,306000
BONITA SCH DIST 16,ARIZONA,AZ,1,98,1,388000,14000,318000,56000,642000,384000,262000
FT THOMAS SCH DIST 7,ARIZONA,AZ,3,98,1,5625000,2840000,2488000,297000,4568000,2318000,1344000
KLONDYKE SCH DIST 9,ARIZONA,AZ,6,98,1,56000,0,43000,13000,59000,14000,0
PIMA UNIFIED DISTRICT NO 6,ARIZONA,AZ,3,98,1,4298000,295000,3002000,1001000,3370000,1924000,1188000
SAFFORD SCH DIST 1,ARIZONA,AZ,3,98,1,14489000,1494000,9598000,3397000,14549000,8050000,5767000
SOLOMONVILLE SCH DIST 5,ARIZONA,AZ,1,98,1,1410000,113000,948000,349000,1354000,563000,336000
THATCHER SCH DIST 4,ARIZONA,AZ,3,98,1,13188000,416000,5100000,7672000,10568000,6767000,4618000
BLUE SCH DIST 22,ARIZONA,AZ,1,98,1,32000,0,19000,13000,51000,30000,29000
CLIFTON SCH DISTRICT 3,ARIZONA,AZ,3,98,1,2121000,133000,771000,1217000,2020000,1150000,655000
DUNCAN UNIFIED SCH DIST 2,ARIZONA,AZ,3,98,1,3524000,182000,1448000,1894000,3403000,1917000,1134000
MORENI SCH DISTRICT 18,ARIZONA,AZ,3,98,1,6768000,124000,1000,6643000,6447000,3162000,1973000
EAGLE ELEM DIST 45,ARIZONA,AZ,6,98,1,13000,0,1000,12000,2000,0,0
AGUILA SCH DIST 63,ARIZONA,AZ,1,98,1,1290000,198000,827000,265000,1329000,567000,376000
ALHAMBRA SCH DIST 68,ARIZONA,AZ,1,98,1,64897000,7359000,33940000,23598000,64325000,35875000,24587000
ARLINGTON SCH DIST 47,ARIZONA,AZ,1,98,1,1027000,86000,87000,854000,955000,575000,339000
AVONDALE SCH DIST 44,ARIZONA,AZ,1,98,1,13966000,1983000,7969000,4014000,12613000,8040000,5268000
BALSZ SCH DIST 31,ARIZONA,AZ,1,98,1,18315000,2085000,5758000,10472000,20017000,9403000,6229000
BUCKEYE SCH DIST 33,ARIZONA,AZ,1,98,1,7175000,1147000,3370000,2658000,8601000,4454000,3054000
BUCKEYE UNION H SCH DIST 201,ARIZONA,AZ,2,98,1,6406000,494000,1839000,4073000,5569000,3224000,1861000
CARTWRIGHT SCH DIST 83,ARIZONA,AZ,1,98,1,85789000,9231000,50040000,26518000,78061000,54130000,38844000
CAVE CREEK UNIFIELD SCH DIST,ARIZONA,AZ,3,98,1,24902000,582000,3352000,20968000,24728000,8705000,5824000
CHANDLER UNIFIED SCHOOL DIST 80,ARIZONA,AZ,3,98,1,98326000,5680000,43322000,49324000,125771000,50045000,34086000
CREIGHTON SCH DIST 14,ARIZONA,AZ,1,98,1,45244000,7102000,21569000,16573000,45452000,23416000,15679000
DYSART SCH DIST 89,ARIZONA,AZ,3,98,1,25056000,3560000,11285000,10211000,22594000,13161000,8359000
FOWLER SCH DIST 45,ARIZONA,AZ,1,98,1,8054000,835000,3676000,3543000,9231000,4273000,2793000
GILA BEND UNIFIED SCHOOL DIST 24,ARIZONA,AZ,3,98,1,3754000,653000,1869000,1232000,3564000,2157000,1367000
GILBERT SCHOOL DISTRICT 41,ARIZONA,AZ,3,98,1,115236000,3228000,55714000,56294000,142047000,59220000,41115000
GLENDALE SCH DIST 40,ARIZONA,AZ,1,98,1,60733000,6092000,31515000,23126000,55833000,35119000,24358000
GLENDALE UNION H SCH DIST 205,ARIZONA,AZ,2,98,1,80671000,3436000,31709000,45526000,80308000,47867000,27592000
HIGLEY SCH DIST 60,ARIZONA,AZ,1,98,1,2247000,67000,1202000,978000,1974000,761000,464000
ISAAC SCH DIST 5,ARIZONA,AZ,1,98,1,39932000,6106000,23501000,10325000,42196000,27581000,19101000
KYRENE SCH DIST 28,ARIZONA,AZ,1,98,1,111523000,2246000,46582000,62695000,89384000,54132000,36640000
LAVEEN SCH DIST 59,ARIZONA,AZ,1,98,1,8480000,1176000,5216000,2088000,12320000,4981000,3358000
LIBERTY SCH DIST 25,ARIZONA,AZ,1,98,1,5838000,390000,3548000,1900000,6503000,3257000,2106000
LITCHFIELD SCH DIST 79,ARIZONA,AZ,1,98,1,13953000,814000,7467000,5672000,16095000,7183000,4604000
LITTLETON SCH DIST 65,ARIZONA,AZ,1,98,1,7191000,1067000,4096000,2028000,6620000,4347000,2728000
MADISON SCH DIST 38,ARIZONA,AZ,1,98,1,29548000,1950000,6752000,20846000,34786000,14622000,9709000
MESA UNIFIED SCHOOL DIST,ARIZONA,AZ,3,98,1,387000000,23080000,189593000,174327000,404187000,233981000,165389000
